city,state,latitude,longitude
Mundo Vista,NC,35.75847,-79.90365
Munroe (historical),NC,35.92403,-80.30589
Murchison,NC,35.82984,-82.31596
Murchisontown,NC,35.3546,-79.13391
Murdocksville,NC,35.22405,-79.48198
Murfreesboro,NC,36.44238,-77.09858
Murphey,NC,34.80683,-77.94248
Murphy,NC,35.08758,-84.03463
Murphy Heights,NC,35.37097,-81.10397
Murphy Junction,NC,35.59622,-82.5779
Murphytown,NC,34.67517,-78.35333
Murray Hills,NC,35.06183,-78.93975
Murray Town,NC,34.60572,-77.8936
Murrays Hill,NC,35.67736,-81.09563
Murraysville,NC,34.29572,-77.84748
Murraytown,NC,35.83654,-78.23944
Musgrave Crossroads,NC,35.48349,-77.87804
Muttenz (historical),NC,35.88485,-81.69982
Myers Park,NC,35.19709,-80.83202
Myrtle Grove,NC,34.13462,-77.88165
Myrtle Grove Junction,NC,34.14017,-77.8936
Myrtle Head,NC,34.14267,-78.49862
Myrtle Hill,NC,35.0935,-78.87558
Myrtle Sound,NC,34.06878,-77.8861
Nags Head,NC,35.95739,-75.62406
Nahunta,NC,35.50794,-78.06332
Nakina,NC,34.13461,-78.66807
Nanney (historical),NC,35.42595,-82.08455
Nanito (historical),NC,35.46262,-82.07816
Nantahala,NC,35.28815,-83.66656
Naples,NC,35.39262,-82.50068
Narrow Ridge,NC,35.12043,-79.55809
Nashville,NC,35.9746,-77.96554
Nathans Creek,NC,36.44901,-81.38871
Navassa,NC,34.25545,-78.00749
Neatman,NC,36.31375,-80.26449
Nebo,NC,36.21708,-80.65451
Nebraska,NC,35.45767,-76.06324
Needmore,NC,34.17378,-78.71752
Nella,NC,36.56929,-81.54733
Nellie,NC,35.62649,-83.11237
Nelms,NC,35.05155,-76.70493
Nelson,NC,35.88237,-78.85001
Nelly Green Estates,NC,35.80236,-80.83146
Nestleway Acres,NC,35.99653,-80.34978
Neuse,NC,35.89737,-78.56917
Neuse Crossroads,NC,35.89348,-78.55972
Neuse Forest,NC,34.96377,-76.94467
New Belden,NC,35.61849,-77.29469
New Berlin,NC,34.31517,-78.21972
New Bern,NC,35.10849,-77.04411
New Candler,NC,35.54539,-82.67874
New Castle,NC,36.10736,-80.90591
New Castle (historical),NC,36.16652,-80.95563
New Gilead,NC,35.45014,-80.5459
New Haven,NC,36.53179,-81.16009
New Hill,NC,35.68099,-78.93557
New Holland,NC,35.4435,-76.16964
New Home,NC,35.50568,-81.66704
New Home (historical),NC,36.44985,-80.92952
New Hope,NC,36.49457,-81.25954
New Hope (historical),NC,35.94291,-81.00591
New Hope Acres,NC,35.83904,-78.57528
New Britton,NC,34.09434,-78.54584
New Hope Valley,NC,35.94126,-78.95195
New House,NC,35.3929,-81.69176
New Lands,NC,35.84044,-76.27632
New Life,NC,34.13073,-78.84086
New Light,NC,36.01293,-78.59722
New London,NC,35.4432,-80.21922
New Market,NC,35.8293,-79.86559
New Prospect,NC,35.34958,-81.47814
New Providence,NC,36.41321,-76.09354
New River Heights,NC,36.21763,-81.64011
New Salem,NC,35.13098,-80.36923
New Town,NC,34.87682,-79.69506
New Visitors Center,NC,34.68433,-77.06884
New River,NC,34.75739,-77.40968
Newdale,NC,35.91067,-82.18901
Newell,NC,35.27959,-80.73562
Newell Acres,NC,35.25931,-80.73312
Newfound,NC,35.60427,-82.7318
Newfoundland,NC,35.94849,-76.12965
Newhope Proper,NC,36.19071,-76.37938
Newland,NC,36.08735,-81.92734
Newlife (historical),NC,36.3493,-81.16564
Newlight,NC,34.7635,-78.78335
Newport,NC,34.78655,-76.85911
Newsom,NC,35.53597,-80.18755
Newsome Store,NC,36.26238,-76.76773
Newton,NC,35.66986,-81.22147
Newton Grove,NC,35.24516,-78.35417
Newton Heights,NC,35.69181,-80.42617
Newton Park,NC,35.7721,-77.94443
Newtons Crossroads,NC,34.68767,-78.16222
Niagara,NC,35.20738,-79.35559
Nicanor,NC,36.33293,-76.47855
Nicholsville (historical),NC,35.20318,-81.66482
Nims,NC,35.30958,-81.03035
Nijmegen,NC,35.13794,-79.02364
Nixons Beach,NC,36.02155,-76.47466
Nixonton,NC,36.20071,-76.27271
Nob Hill,NC,35.52987,-79.23447
Noble Hills,NC,35.54655,-78.29139
Nobles Crossing,NC,34.28489,-78.83808
Nobles Crossroads,NC,35.1035,-77.68497
Nobles Mill,NC,35.09572,-77.64025
Nocho Park,NC,36.06597,-79.77114
Norfleet,NC,36.1421,-77.29858
Norlina,NC,36.4457,-78.19833
Norman,NC,35.17042,-79.72282
Norman Heights,NC,34.7721,-79.47338
Normandy Heights,NC,35.14516,-78.99197
Normanville,NC,35.96318,-82.11762
Norrington Crossroads,NC,35.35349,-78.9128
Norris (historical),NC,36.26957,-81.65594
North Asheboro,NC,35.73708,-79.80809
North Barringer (historical),NC,35.54764,-80.45228
North Belmont,NC,35.27236,-81.04813
North Brook (historical),NC,35.48041,-81.48037
North Brevard,NC,35.24567,-82.7179
North Charlotte,NC,35.24181,-80.80174
North Concord,NC,35.43431,-80.62062
North Cooleemee,NC,35.81931,-80.5495
North Cove,NC,35.83596,-81.989
North Cove Crossing,NC,35.83151,-82.00067
North Elkin,NC,36.28847,-80.85285
North Fork,NC,36.32735,-81.77761
North Forest Hills,NC,35.95514,-79.0514
North Green,NC,35.99071,-77.79859
North Harbor,NC,34.76044,-76.63298
North Harlowe,NC,34.86044,-76.77188
North Hamlet,NC,34.90349,-79.69117
North Henderson,NC,36.34181,-78.39
North Hickory,NC,35.77819,-81.3237
North Hills,NC,36.14708,-79.8317
North Hills Estates,NC,35.48211,-77.41969
North Hills Terrace,NC,35.83765,-78.63417
North Haven,NC,35.87237,-78.63389
North Kannapolis,NC,35.52569,-80.61368
North Lakes,NC,35.77569,-81.37509
North Hyde Park,NC,36.1268,-79.8092
North Point,NC,36.19683,-75.76269
North Point Village,NC,35.12266,-78.91808
North Pugh,NC,35.82847,-80.24505
North Ridge,NC,35.61905,-77.58581
North River,NC,34.81655,-76.63576
North River Corner,NC,34.78266,-76.62632
North Shore,NC,35.84126,-78.58834
North Side,NC,36.08431,-78.74667
North Springhaven,NC,35.37153,-80.16589
North Topsail Beach,NC,34.49017,-77.43163
North View,NC,34.79155,-79.45782
North Wilkesboro,NC,36.15847,-81.14758
North Winston,NC,36.11986,-80.23394
North Woods,NC,34.74322,-76.76882
Northclift,NC,35.86682,-78.65111
Northfields,NC,35.41044,-77.96388
Northglen,NC,35.84821,-78.64223
Northlakes,NC,35.7818,-81.37509
Northmont,NC,35.8168,-80.92396
Northridge,NC,36.53764,-79.73531
Northside,NC,35.85708,-80.26783
Northside Gardens,NC,35.85653,-80.26283
Northview,NC,35.80458,-80.88674
Northwood,NC,36.09514,-79.41724
Northwoods,NC,35.8046,-78.78028
Northwoods Park,NC,34.77766,-77.4383
Norton,NC,35.13065,-83.15598
Norwood,NC,36.35264,-79.71281
Norwood Beach,NC,35.23292,-80.09895
Norville Crags (historical),NC,36.56013,-80.89341
Norwood Hollow,NC,36.13485,-81.84928
O Henry Oaks,NC,36.11514,-79.76864
Oak City,NC,35.96377,-77.30802
Oak Cliffs,NC,35.37181,-80.45256
Oak Crest,NC,36.13875,-80.28227
Oak Dale Crossroads,NC,34.41989,-78.81836
Oak Forest,NC,35.49178,-82.5279
Oak Forest Estates,NC,35.8596,-78.5875
Oak Grove,NC,33.99406,-78.30472
Oak Grove Inn,NC,35.56738,-78.19111
Oak Hill,NC,35.77874,-81.75593
Oak Hill Court,NC,35.38623,-82.5629
Oak Hills,NC,35.97098,-79.01918
Oak Hollow Lake,NC,36.03541,-80.00532
Oak Island,NC,33.91656,-78.16111
Oak Lawn (historical),NC,35.48958,-80.76841
Oak Lawn,NC,35.26127,-77.54219
Oak Park,NC,35.44789,-82.50818
Oak Ridge,NC,36.17347,-79.98893
Oak Ridge Park,NC,34.91376,-79.77311
Oak Villa,NC,36.37349,-76.9469
Oak Woods,NC,35.27789,-82.65346
Oakboro,NC,35.2257,-80.32895
Oakcrest,NC,34.21545,-77.85554
Oakdale,NC,35.09155,-77.09967
Oakdale Farms,NC,36.05125,-79.10251
Oakdale Forest,NC,35.30236,-80.91507
Oakforest,NC,35.7396,-77.9436
Oakgrove,NC,35.27319,-81.42453
Oakhaven Farms,NC,36.46875,-79.53225
Oakhurst,NC,35.19598,-80.7809
Oakhurst River Estates,NC,34.76183,-77.47135
Oakland,NC,35.99488,-78.03943
Oakland Heights,NC,35.90125,-80.68951
Oakland Park,NC,35.27375,-81.18174
Oakley,NC,35.56016,-82.51046
Oakmont,NC,35.58683,-77.35635
Oakmont Estates,NC,35.8468,-81.54426
Oakmount,NC,35.81682,-78.56778
Oaks,NC,35.95347,-79.25724
Oaks West,NC,36.03819,-79.88642
Oaksmith Acres,NC,34.73377,-76.76743
Oakton,NC,34.49544,-79.04892
Oakview,NC,35.99319,-80.02504
Oakville,NC,36.49765,-78.10055
Oakwood,NC,36.03986,-79.84976
Oakwood Acres,NC,35.65958,-80.23533
Oakwood Estates,NC,35.7821,-78.485
Oakwoods,NC,36.11485,-81.13397
Obids,NC,36.30846,-81.38704
Oberlin,NC,35.79876,-78.65306
Ocean,NC,34.71183,-76.99133
Ocean City Beach,NC,34.45656,-77.49136
Ocean Crest,NC,34.65905,-77.04856
Ocean Dunes,NC,36.16016,-75.74324
Ocean Isle Beach,NC,33.89434,-78.42667
Ocean Pines,NC,36.20489,-75.7663
Ocean View,NC,34.261,-77.78026
Oconaluftee Indian Village,NC,35.48677,-83.32265
Ocracoke,NC,35.11462,-75.98101
Oden Mill,NC,35.53628,-76.84355
Offer (historical),NC,36.29291,-81.0598
Odell,NC,36.35737,-77.9436
Ogburn Crossroads,NC,35.55571,-78.63807
Ogburn Station,NC,36.1493,-80.22394
Ogburns Crossroads,NC,36.2468,-79.92087
Ogden,NC,34.27239,-77.81859
Ogreeta,NC,35.15341,-84.1413
Okeewemee,NC,35.40764,-79.85393
Okisko,NC,36.25932,-76.35466
Ola,NC,35.66954,-83.09792
Oine,NC,36.48348,-78.23055
Old Bethlehem,NC,36.25348,-77.97999
Old Chapel Crossroads,NC,36.33821,-76.63467
Old Cumbee Place,NC,34.15878,-78.21944
Old Dock,NC,34.16795,-78.59723
Old Farm,NC,35.88096,-81.48648
Old Farm Acres,NC,35.53794,-78.35778
Old Ford,NC,35.63433,-77.06384
Old Fort,NC,35.62901,-82.18067
Old Gilreath,NC,36.0743,-81.1173
Old Hollow Estates,NC,36.17764,-80.19838
Old Hundred,NC,34.82932,-79.59033
Old Mill,NC,35.91264,-80.34366
Old Providence,NC,35.13042,-80.78729
Old Salem,NC,35.14792,-80.79257
Old Sneedsboro,NC,34.83266,-79.93617
Old Sparta,NC,35.78877,-77.55497
Old Spring Hope,NC,35.92265,-78.05082
Old Stanhope (historical),NC,35.86127,-78.12805
Old Town,NC,36.16625,-80.33366
Old Town Harbor,NC,35.08988,-77.06467
Old Trap,NC,36.24071,-76.02687
Old Weeksville,NC,36.20655,-76.1741
Olde Creek,NC,35.16348,-80.71368
Olde Farm,NC,35.00432,-80.51118
Olde Georgetowne,NC,35.12709,-80.84229
Olde Heritage,NC,35.1332,-80.76813
Olde Providence,NC,35.11515,-80.79146
Olde Savannah,NC,35.20514,-80.69424
Olde Whitehall,NC,35.15098,-80.93313
Olds,NC,36.17516,-75.86297
Oldtown,NC,36.15264,-80.29394
Olin,NC,35.95263,-80.83979
Olive Branch,NC,35.10404,-80.32117
Olive Grove,NC,35.54319,-81.5837
Olive Hill,NC,35.21509,-83.45071
Olivers,NC,35.01433,-77.29329
Olivers Crossroads,NC,35.58902,-81.12341
Olivet,NC,35.45454,-83.29654
Olivette,NC,35.94624,-81.61677
Olivia,NC,35.3596,-79.10975
Olsen Homes,NC,35.27707,-81.55342
Olympia,NC,35.13905,-76.97078
Olympic Woods,NC,35.16959,-80.96591
Olyphic,NC,33.991,-78.6589
Onslow Gardens,NC,34.77933,-77.42357
Onvil,NC,35.2807,-79.86699
Ophir,NC,35.47792,-79.97894
Ora,NC,35.30679,-81.58343
Orange,NC,35.12961,-78.52223
Orange Factory,NC,36.12737,-78.87556
Orange Grove,NC,35.97597,-79.1939
Orange Heights,NC,36.08347,-79.12418
Orchard Hills,NC,35.6132,-80.50173
Orchard Park,NC,35.21292,-80.68924
Orchards,NC,35.76515,-78.70056
Orchard Knoll,NC,35.20431,-80.68174
Oregon Hill,NC,36.44847,-79.63697
Oriental,NC,35.031,-76.69299
Orion,NC,36.39763,-81.42093
Orlando,NC,35.00342,-83.37932
Orleans,NC,35.46986,-81.40259
Ormondsville,NC,35.47211,-77.5458
Ore Knob,NC,36.40041,-81.32926
Orrum,NC,34.466,-79.0092
Orville (historical),NC,35.17626,-80.62562
Osborne,NC,34.81182,-79.77006
Osborne Apartments,NC,35.29235,-81.53037
Osborne Knob,NC,35.8354,-82.10956
Osbornville,NC,36.07569,-80.89757
Osceola,NC,36.22791,-79.61558
Osgood,NC,35.55404,-79.12835
Osmond,NC,36.44708,-79.15835
Ossipee,NC,36.17208,-79.51058
Osprey,NC,36.18572,-75.75769
Ostwalt,NC,35.68264,-80.86118
Oswego,NC,36.15015,-78.19721
Oteen,NC,35.58734,-82.49123
Othello,NC,36.36235,-81.44621
Ottanola,NC,35.39178,-82.27845
Otter Creek (historical),NC,35.5204,-82.09427
Otto,NC,35.06009,-83.38765
Otway,NC,34.77572,-76.55798
Ourdell,NC,35.78347,-80.84979
Outlaws Bridge,NC,35.13933,-77.84943
Overbrook Acres,NC,35.65903,-80.51645
Oval,NC,36.3304,-81.48816
Overland Heights,NC,36.07208,-79.44808
Overlook,NC,35.30789,-82.48373
Overshot,NC,35.30655,-78.36306
Overhills,NC,35.22099,-79.03169
Owens,NC,35.04405,-78.93503
Owltown,NC,35.60011,-82.72374
Owls Nest,NC,35.45099,-79.22002
Oxford,NC,36.3107,-78.59083
Oxford Heights,NC,36.29599,-76.25271
Oxford Park,NC,35.76402,-81.17258
Oxxford Hunt,NC,35.77265,-78.81306
Oyster Creek,NC,35.11823,-75.97545
Oyster Creek Landing,NC,35.39072,-76.31464
Ozark,NC,35.26847,-81.1598
Pactolus,NC,35.62849,-77.21746
Padgett,NC,34.67433,-77.5908
Paige,NC,35.61516,-77.39413
Paint Fork,NC,35.74456,-82.46318
Paint Gap,NC,35.87928,-82.40763
Paint Rock,NC,35.93066,-82.88959
Paint Town,NC,35.46927,-83.29265
Pala Alto,NC,34.8021,-77.21801
Palestine,NC,35.40431,-80.16422
Palm (historical),NC,35.6751,-82.97486
Palmerville,NC,35.42736,-80.11755
Pamlico,NC,35.08489,-76.63493
Pamlico Beach,NC,35.39267,-76.60048
Palmyra,NC,36.07127,-77.34108
Pamlico Shores,NC,35.11878,-75.98434
Pantego,NC,35.58905,-76.66216
Panther Creek,NC,35.64344,-82.97986
Panther Landing,NC,36.53404,-76.14882
Paradise Park,NC,34.731,-77.47663
Paradise Point,NC,35.18875,-81.04619
Paramore Farm,NC,35.58405,-77.34608
Paris (historical),NC,34.92071,-80.02062
Park Place,NC,34.97876,-80.53034
Park Spring,NC,36.46597,-79.4128
Park Sumter Terrace Apartments,NC,35.29346,-81.55537
Park Terrace,NC,36.11792,-80.20838
Park View Heights,NC,35.68347,-80.47895
Park Wood,NC,34.79238,-79.45116
Parker,NC,36.4579,-81.68928
Parkersburg,NC,34.83711,-78.44334
Parkhill,NC,35.71374,-81.79954
Parkland,NC,35.74932,-78.64861
Parkers Fork,NC,36.51821,-76.59912
Parkstone,NC,35.14737,-80.85285
Parkstown,NC,35.37766,-77.81776
Parkton,NC,34.90266,-79.0117
Parkview East,NC,35.17487,-80.75451
Parkville,NC,36.29155,-76.39911
Parkway,NC,35.77043,-78.84056
Parkway Forest,NC,35.58234,-82.48151
Parkwood,NC,35.42876,-79.49308
Parks Crossroads,NC,35.70375,-79.60475
Parkwood Estates,NC,35.42932,-79.19002
Parkwood Lake,NC,36.03514,-80.37755
Parmele,NC,35.81655,-77.31413
Parmele Isles,NC,34.22017,-77.78998
Parrots,NC,35.31127,-77.69081
Parrott Fork,NC,35.22155,-77.61664
Parrish Gap,NC,35.22537,-83.45321
Parsonville,NC,36.21624,-81.36232
Paschall,NC,36.54181,-78.15777
Pasley,NC,34.78545,-77.90054
Pasquotank,NC,36.26738,-76.33855
Pates,NC,34.68988,-79.21504
Patetown,NC,35.46072,-77.92498
Patterson,NC,35.9993,-81.56399
Patten,NC,35.65096,-81.8601
Patterson Springs,NC,35.23541,-81.51453
Patton Mountain Estates,NC,35.24956,-82.68012
Patton Park,NC,35.32928,-82.46623
Pattons Ridge,NC,36.23124,-81.43704
Paw Creek,NC,35.27486,-80.93841
Pauls Crossing,NC,35.42986,-80.31117
Paynes Tavern,NC,36.34181,-79.01084
Pea Hill,NC,36.27015,-77.58997
Pea Ridge,NC,35.32178,-82.09844
Peach,NC,36.3546,-76.53661
Peachland,NC,34.99377,-80.26451
Peachtree,NC,35.09397,-83.94268
Peacocks,NC,34.32684,-78.79947
Peacocks Crossroads,NC,35.32016,-78.45501
Peacock Crossroads,NC,35.49655,-78.03388
Pearces,NC,35.91654,-78.30694
Pebble Beach,NC,34.65655,-77.06217
Pebble Creek,NC,35.29873,-82.46929
Pebble Creek Estates,NC,36.07375,-80.12227
Pebblebrook,NC,35.81126,-78.47111
Pecan Acres,NC,35.83098,-78.57806
Peden,NC,36.49846,-81.30843
Pee Dee (historical),NC,35.0271,-79.98922
Peele Acres,NC,35.40711,-78.04416
Peletier,NC,34.73016,-77.08439
Pelham,NC,36.51014,-79.47169
Pellyn Wood,NC,35.1357,-80.79868
Pembroke,NC,34.68016,-79.19504
Pender,NC,36.31043,-77.59275
Penderlea,NC,34.65961,-78.04971
Penders Crossroads,NC,35.76877,-77.77164
Pendleton,NC,36.47154,-77.19858
Penelo,NC,35.91821,-77.67275
Penelope,NC,35.72902,-81.39981
Peniel,NC,35.2365,-82.13733
Penland,NC,35.93012,-82.11206
Penley (historical),NC,36.13541,-81.55788
Pennfield (historical),NC,35.92597,-80.05921
Penny Hill,NC,35.7621,-77.51414
Pennydale,NC,36.03875,-79.86698
Penrose,NC,35.27234,-82.63901
Pensacola,NC,35.84789,-82.30818
Peoria,NC,36.29068,-81.89345
Pepperdyne,NC,35.84626,-78.59611
Peppers,NC,36.04234,-82.22541
Perfection,NC,35.246,-77.2544
Perkinsville,NC,35.8693,-81.73177
Perry,NC,35.33347,-81.34842
Perry Hills,NC,36.09819,-79.20918
Perry Park,NC,35.27933,-77.59302
Perrytown,NC,36.13794,-76.80412
Peru,NC,34.55072,-77.36774
Petche Gap,NC,35.69652,-81.61621
Pet Crossroads,NC,35.82848,-78.51111
Peters Creek,NC,34.85573,-78.52612
Petersburg,NC,35.70652,-81.67093
Petersburg Crossing,NC,34.95489,-77.76664
Peterson,NC,36.04094,-82.33541
Petersville,NC,35.82597,-80.41478
Petra Mills,NC,35.84069,-81.36176
Pettys Shore,NC,36.36432,-76.82746
Pfafftown,NC,36.15264,-80.36228
Pharrs Mill,NC,35.32847,-80.61785
Phil,NC,34.74822,-79.21393
Philadelphia,NC,36.25988,-76.04715
Philadelphus,NC,34.75905,-79.17142
Phillips Crossroads,NC,36.0196,-77.72053
Phoenix,NC,34.2935,-78.05833
Pickwick Village,NC,35.87043,-78.70528
Pickwood Hills,NC,36.02125,-79.45252
Phoenician Woods,NC,35.00516,-78.89503
Piedmont Heights,NC,36.05569,-79.82281
Piedmont Park Subdivision,NC,35.82791,-81.73593
Pierces Crossroads,NC,36.35904,-77.66053
Pierceville,NC,36.44849,-76.29355
Pigeonroost,NC,36.06928,-82.29652
Pike Road,NC,35.68294,-76.62744
Pikeville,NC,35.4971,-77.98193
Pilands Crossroads,NC,36.34571,-76.81134
Pike Crossroads,NC,35.49099,-78.05943
Pilot,NC,35.88014,-80.12949
Pilot Mountain,NC,36.38653,-80.4695
Pin Hook,NC,34.74767,-77.77137
Pine Crest,NC,35.41961,-76.68938
Pine Dale Manor,NC,36.02986,-80.25755
Pine Forest,NC,35.12544,-79.44254
Pine Forest Acres,NC,34.7685,-77.49191
Pine Fork,NC,36.44374,-81.21703
Pine Grove Apartments,NC,35.58516,-77.58747
Pine Hall,NC,36.32458,-80.04949
Pine Harbor,NC,35.11764,-81.03008
Pine Haven,NC,35.49736,-80.10477
Pine Hill,NC,35.04849,-79.40615
Pine Grove,NC,34.9271,-76.94828
Pine Hurst Park,NC,35.69293,-78.60056
Pine Island,NC,35.30569,-80.97369
Pine Knob,NC,35.94459,-79.04223
Pine Knoll Shores,NC,34.69738,-76.81327
Pine Knolls,NC,36.19486,-80.06588
Pine Lakes,NC,36.33821,-76.22493
Pine Level,NC,34.10656,-78.69168
Pine Knoll,NC,34.98127,-78.96169
Pine Log,NC,34.32378,-78.72557
Pine Log Village,NC,34.99036,-83.95768
Pine Mountain Lakes,NC,35.58346,-81.59398
Pine Ridge,NC,35.91154,-78.24111
Pine Shore Lakes,NC,35.13151,-82.72902
Pine Swamp,NC,36.4593,-81.1087
Pine Tree,NC,35.74044,-77.79526
Pine Valley Estates,NC,34.18767,-77.90721
Pine View,NC,36.33849,-76.23382
Pinebluff,NC,35.10988,-79.47226
Pineburr,NC,35.85541,-81.60399
Pinecrest,NC,35.81986,-80.29283
Pinecrest Park,NC,35.82654,-78.61584
Pinecroft,NC,36.02847,-79.83892
Pinedell,NC,35.01515,-80.59451
Pinehurst,NC,35.85263,-81.60649
Pinehurst Acres,NC,35.31485,-81.53037
Pinelog,NC,34.99731,-83.96824
Pinemont,NC,35.391,-77.92387
Pineridge,NC,35.87072,-76.698
Pineola,NC,36.02846,-81.8915
Pinetops,NC,35.78849,-77.63775
Pinetown,NC,35.61044,-76.86133
Pines of Brookhaven,NC,35.87182,-78.68417
Pineview Acres,NC,35.76793,-77.95415
Pineview Estates,NC,35.81988,-78.33694
Pineview Hills,NC,35.77182,-78.7075
Pineville,NC,35.0832,-80.8923
Pinewood,NC,35.82319,-81.46981
Pinewood Acres,NC,36.07069,-79.49113
Pinewood Downs,NC,34.74238,-77.36302
Pinewood Estates,NC,35.7271,-77.95499
Pinewood Forest,NC,36.06597,-79.48447
Pinewood Lakers,NC,34.9835,-78.93586
Piney,NC,35.8768,-81.67704
Pineview,NC,35.30627,-79.08947
Piney Creek,NC,36.5504,-81.28871
Piney Forest Crossroads,NC,34.45711,-78.86336
Piney Green,NC,34.716,-77.32024
Piney Grove,NC,34.04906,-78.17333
Piney Grove Landing,NC,35.60044,-76.5566
Piney Fork,NC,36.44597,-79.7767
Piney Plains,NC,35.74571,-78.75445
Piney Mountain Estates,NC,35.73097,-79.79948
Piney Ridge,NC,34.96767,-78.34417
Piney Wood,NC,34.56628,-78.09805
Piney Woods,NC,35.13734,-82.7743
Pineygrove,NC,35.56488,-76.98662
Pinkney,NC,35.52544,-78.06638
Pinkston,NC,35.01626,-80.07839
Pinnacle,NC,36.32931,-80.43311
Pink Hill,NC,35.05516,-77.74637
Pino,NC,36.02347,-80.57923
Pinoca (historical),NC,35.26986,-80.89146
Pinson,NC,35.52569,-80.03338
Pioneer Mills,NC,35.26042,-80.58868
Pipkin Place,NC,36.44126,-76.94052
Pirates Cove,NC,35.76265,-78.76389
Pireway,NC,34.02712,-78.63779
Pisgah,NC,35.54986,-79.87115
Pisgah Forest Farms,NC,35.21539,-82.65124
Pisgah Shadows,NC,35.27345,-82.62679
Pisgah View,NC,35.569,-82.5804
Pisgah Forest,NC,35.25428,-82.70012
Pittsboro,NC,35.72015,-79.17724
Pittsburg,NC,35.82514,-80.70034
Plain View,NC,35.14487,-79.71921
Plantation Acres,NC,35.92348,-79.0939
Plantation Estates,NC,35.76848,-78.78806
Plantation Walk,NC,35.32845,-82.47484
Planters Ridge,NC,35.48849,-79.21252
Planters Walk,NC,35.57599,-77.34191
Plateau,NC,35.59347,-81.3587
Plear,NC,34.596,-77.79554
Pleasant (historical),NC,35.54041,-81.28897
Pleasant Acres,NC,35.11877,-78.90114
Pleasant Garden,NC,35.96208,-79.76225
Pleasant Gardens,NC,35.68901,-82.07817
Pleasant Green Estates,NC,36.09903,-78.99529
Pleasant Grove,NC,36.19208,-79.32669
Pleasant Hill,NC,35.87347,-79.48169
Pleasant Hills,NC,35.84264,-80.27338
Pleasant Plains,NC,34.24434,-78.68085
Pleasant Ridge,NC,35.41766,-77.43302
Pleasant Valley,NC,35.11064,-84.0163
Pleasant View,NC,35.88933,-76.23271
Pleasantville,NC,35.3196,-79.46614
Plott Farm Addition,NC,35.51205,-82.85152
Plum Point Estates,NC,34.73655,-77.4833
Plumtree,NC,36.02707,-82.00789
Plymouth,NC,35.86683,-76.74856
Pocomoke,NC,36.08043,-78.54028
Plyer,NC,35.37125,-80.28228
Poindexter,NC,36.23069,-80.58784
Point Caswell,NC,34.46822,-78.15972
Point Emerald Villas,NC,34.65127,-77.08189
Point Harbor,NC,36.07877,-75.79463
Pole Creek,NC,35.56566,-82.70735
Polkadot,NC,35.4543,-81.2548
Polkton,NC,35.00765,-80.20089
Poley Bridge Crossing (historical),NC,34.15878,-78.68196
Pollocksville,NC,35.00599,-77.22107
Pollocks,NC,35.11183,-77.39385
Pomona,NC,36.06014,-79.85587
Pomouk Indian Village (historical),NC,35.47072,-76.81383
Ponderosa,NC,35.78488,-77.91221
Ponzer,NC,35.58767,-76.49465
